tree_cn,plot_cn,block,plot,x_pos,y_pos,tree,position,species,spec_long,spec_short,origin,group,plot_species,sr,fert,mortality_2017,mortality_2018,mortality_2019,beetles,height_2017,height_2018,dia_2017,dia_2018,height,pos,rsheight,height_new
I.1.44.4.7,I.1.44,1,44,4,7,4.7,edge,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,ACPL_BEPE_QURO_LADE,4,N,NA,alive,alive,0,NA,NA,NA,NA,NA,E,4.76407698883969,4.76407698883969
I.1.44.5.1,I.1.44,1,44,5,1,5.1,edge,LADE,Larix decidua Mill.,L. decidua,European,gymnosperm,ACPL_BEPE_QURO_LADE,4,N,NA,dead,dead,0,NA,NA,NA,NA,NA,W,4.01466667415699,4.01466667415699
I.1.44.5.2,I.1.44,1,44,5,2,5.2,center,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_BEPE_QURO_LADE,4,N,NA,alive,alive,0,420,530,25,31,5.3,NA,NA,5.3
I.1.44.5.3,I.1.44,1,44,5,3,5.3,center,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ACPL_BEPE_QURO_LADE,4,N,NA,dead,dead,0,155,170,24,25,1.7,NA,NA,1.7
I.1.44.5.4,I.1.44,1,44,5,4,5.4,center,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,ACPL_BEPE_QURO_LADE,4,N,NA,dead,dead,0,440,508,65,70.5,5.08,NA,NA,5.08
I.1.44.5.5,I.1.44,1,44,5,5,5.5,center,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ACPL_BEPE_QURO_LADE,4,N,dead,dead,dead,0,NA,122,NA,24,1.22,NA,NA,1.22
I.1.44.5.6,I.1.44,1,44,5,6,5.6,center,LADE,Larix decidua Mill.,L. decidua,European,gymnosperm,ACPL_BEPE_QURO_LADE,4,N,NA,dead,dead,1,400,465,50,66.5,4.65,NA,NA,4.65
I.1.44.5.7,I.1.44,1,44,5,7,5.7,edge,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ACPL_BEPE_QURO_LADE,4,N,NA,dead,dead,0,NA,NA,NA,NA,NA,E,1.01341032217302,1.01341032217302
I.1.44.6.1,I.1.44,1,44,6,1,6.1,edge,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_BEPE_QURO_LADE,4,N,NA,alive,alive,0,NA,NA,NA,NA,NA,W,3.57666667415699,3.57666667415699
I.1.44.6.2,I.1.44,1,44,6,2,6.2,center,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ACPL_BEPE_QURO_LADE,4,N,NA,dead,dead,0,205,239,28,29.5,2.39,NA,NA,2.39
I.1.44.6.3,I.1.44,1,44,6,3,6.3,center,LADE,Larix decidua Mill.,L. decidua,European,gymnosperm,ACPL_BEPE_QURO_LADE,4,N,NA,alive,alive,0,310,377,44,39.5,3.77,NA,NA,3.77
I.1.44.6.4,I.1.44,1,44,6,4,6.4,center,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_BEPE_QURO_LADE,4,N,NA,alive,alive,0,235,356,16,19.5,3.56,NA,NA,3.56
I.1.44.6.5,I.1.44,1,44,6,5,6.5,center,LADE,Larix decidua Mill.,L. decidua,European,gymnosperm,ACPL_BEPE_QURO_LADE,4,N,NA,dead,dead,0,255,280,32,23.5,2.8,NA,NA,2.8
I.1.44.6.6,I.1.44,1,44,6,6,6.6,center,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ACPL_BEPE_QURO_LADE,4,N,dead,dead,dead,0,NA,NA,NA,NA,NA,NA,NA,0
I.1.44.6.7,I.1.44,1,44,6,7,6.7,edge,LADE,Larix decidua Mill.,L. decidua,European,gymnosperm,ACPL_BEPE_QURO_LADE,4,N,NA,dead,dead,1,NA,NA,NA,NA,NA,E,3.04541032217302,3.04541032217302
I.1.44.7.1,I.1.44,1,44,7,1,7.1,edge,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ACPL_BEPE_QURO_LADE,4,N,NA,dead,dead,0,NA,NA,NA,NA,NA,SW,1.97181693997597,1.97181693997597
I.1.44.7.2,I.1.44,1,44,7,2,7.2,edge,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,ACPL_BEPE_QURO_LADE,4,N,NA,dead,dead,0,NA,NA,NA,NA,NA,S,5.27321534898965,5.27321534898965
I.1.44.7.3,I.1.44,1,44,7,3,7.3,edge,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ACPL_BEPE_QURO_LADE,4,N,NA,dead,dead,0,NA,NA,NA,NA,NA,S,1.52254868232298,1.52254868232298
I.1.44.7.4,I.1.44,1,44,7,4,7.4,edge,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,ACPL_BEPE_QURO_LADE,4,N,NA,alive,alive,0,NA,NA,NA,NA,NA,S,5.27321534898965,5.27321534898965
I.1.44.7.5,I.1.44,1,44,7,5,7.5,edge,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_BEPE_QURO_LADE,4,N,NA,alive,alive,0,NA,NA,NA,NA,NA,S,3.11654868232298,3.11654868232298
I.1.44.7.6,I.1.44,1,44,7,6,7.6,edge,BEPE,Betula pendula Roth.,B. pendula,European,angiosperm,ACPL_BEPE_QURO_LADE,4,N,NA,dead,dead,0,NA,NA,NA,NA,NA,S,5.27321534898965,5.27321534898965
I.1.44.7.7,I.1.44,1,44,7,7,7.7,edge,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_BEPE_QURO_LADE,4,N,NA,alive,alive,0,NA,NA,NA,NA,NA,SE,3.04884324349197,3.04884324349197
I.1.45.1.1,I.1.45,1,45,1,1,1.1,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,NW,2.70626438728935,2.70626438728935
I.1.45.1.2,I.1.45,1,45,1,2,1.2,edge,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,N,4.10741821016884,4.10741821016884
I.1.45.1.3,I.1.45,1,45,1,3,1.3,edge,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,N,4.10741821016884,4.10741821016884
I.1.45.1.4,I.1.45,1,45,1,4,1.4,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,ACPL_PIAB,2,Control,NA,dead,dead,1,NA,NA,NA,NA,NA,N,2.19209769734833,2.19209769734833
I.1.45.1.5,I.1.45,1,45,1,5,1.5,edge,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,N,4.10741821016884,4.10741821016884
I.1.45.1.6,I.1.45,1,45,1,6,1.6,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,ACPL_PIAB,2,Control,NA,dead,dead,1,NA,NA,NA,NA,NA,N,2.19209769734833,2.19209769734833
I.1.45.1.7,I.1.45,1,45,1,7,1.7,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,ACPL_PIAB,2,Control,NA,dead,dead,1,NA,NA,NA,NA,NA,NE,2.38703822946136,2.38703822946136
I.1.45.2.1,I.1.45,1,45,2,1,2.1,edge,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,W,4.20693280236488,4.20693280236488
I.1.45.2.2,I.1.45,1,45,2,2,2.2,center,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,410,460,29,38,4.6,NA,NA,4.6
I.1.45.2.3,I.1.45,1,45,2,3,2.3,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,ACPL_PIAB,2,Control,NA,dead,dead,1,220,281,31,33,2.81,NA,NA,2.81
I.1.45.2.4,I.1.45,1,45,2,4,2.4,center,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,410,510,33,40,5.1,NA,NA,5.1
I.1.45.2.5,I.1.45,1,45,2,5,2.5,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,ACPL_PIAB,2,Control,NA,dead,dead,1,170,192,25,25.5,1.92,NA,NA,1.92
I.1.45.2.6,I.1.45,1,45,2,6,2.6,center,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,460,515,29,38,5.15,NA,NA,5.15
I.1.45.2.7,I.1.45,1,45,2,7,2.7,edge,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,E,4.61316760898384,4.61316760898384
I.1.45.3.1,I.1.45,1,45,3,1,3.1,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,ACPL_PIAB,2,Control,NA,dead,dead,1,NA,NA,NA,NA,NA,W,2.29161228954437,2.29161228954437
I.1.45.3.2,I.1.45,1,45,3,2,3.2,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,ACPL_PIAB,2,Control,NA,dead,dead,1,220,282,32,31.5,2.82,NA,NA,2.82
I.1.45.3.3,I.1.45,1,45,3,3,3.3,center,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,225,303,14,17,3.03,NA,NA,3.03
I.1.45.3.4,I.1.45,1,45,3,4,3.4,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,ACPL_PIAB,2,Control,NA,damaged,dead,0,170,221,24,26,2.21,NA,NA,2.21
I.1.45.3.5,I.1.45,1,45,3,5,3.5,center,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,325,276,25,30,2.76,NA,NA,2.76
I.1.45.3.6,I.1.45,1,45,3,6,3.6,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,ACPL_PIAB,2,Control,NA,dead,dead,1,220,291,30,33.5,2.91,NA,NA,2.91
I.1.45.3.7,I.1.45,1,45,3,7,3.7,edge,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,E,4.61316760898384,4.61316760898384
I.1.45.4.1,I.1.45,1,45,4,1,4.1,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,ACPL_PIAB,2,Control,NA,damaged,dead,0,NA,NA,NA,NA,NA,W,2.29161228954437,2.29161228954437
I.1.45.4.2,I.1.45,1,45,4,2,4.2,center,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,275,341,18,20.5,3.41,NA,NA,3.41
I.1.45.4.3,I.1.45,1,45,4,3,4.3,center,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,195,201,14,14,2.01,NA,NA,2.01
I.1.45.4.4,I.1.45,1,45,4,4,4.4,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,ACPL_PIAB,2,Control,NA,damaged,dead,0,170,199,31,32,1.99,NA,NA,1.99
I.1.45.4.5,I.1.45,1,45,4,5,4.5,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,ACPL_PIAB,2,Control,NA,dead,dead,0,130,111,22,22,1.11,NA,NA,1.11
I.1.45.4.6,I.1.45,1,45,4,6,4.6,center,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,235,359,17,19.5,3.59,NA,NA,3.59
I.1.45.4.7,I.1.45,1,45,4,7,4.7,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,ACPL_PIAB,2,Control,NA,dead,dead,1,NA,NA,NA,NA,NA,E,2.69784709616333,2.69784709616333
I.1.45.5.1,I.1.45,1,45,5,1,5.1,edge,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,W,4.20693280236488,4.20693280236488
I.1.45.5.2,I.1.45,1,45,5,2,5.2,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,ACPL_PIAB,2,Control,NA,dead,dead,1,230,257,32,33,2.57,NA,NA,2.57
I.1.45.5.3,I.1.45,1,45,5,3,5.3,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,ACPL_PIAB,2,Control,NA,dead,dead,0,175,199,29,28.5,1.99,NA,NA,1.99
I.1.45.5.4,I.1.45,1,45,5,4,5.4,center,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,280,435,19,21,4.35,NA,NA,4.35
I.1.45.5.5,I.1.45,1,45,5,5,5.5,center,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,210,400,18,20,4,NA,NA,4
I.1.45.5.6,I.1.45,1,45,5,6,5.6,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,ACPL_PIAB,2,Control,NA,dead,dead,0,285,290,37,38.5,2.9,NA,NA,2.9
I.1.45.5.7,I.1.45,1,45,5,7,5.7,edge,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,E,4.61316760898384,4.61316760898384
I.1.45.6.1,I.1.45,1,45,6,1,6.1,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,ACPL_PIAB,2,Control,NA,damaged,dead,0,NA,NA,NA,NA,NA,W,2.29161228954437,2.29161228954437
I.1.45.6.2,I.1.45,1,45,6,2,6.2,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,ACPL_PIAB,2,Control,NA,dead,dead,0,160,188,23,23.5,1.88,NA,NA,1.88
I.1.45.6.3,I.1.45,1,45,6,3,6.3,center,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,420,550,39,47,5.5,NA,NA,5.5
I.1.45.6.4,I.1.45,1,45,6,4,6.4,center,PIAB,Picea abies L.,P. abies,European,gymnosperm,ACPL_PIAB,2,Control,NA,dead,dead,0,135,166,24,24.5,1.66,NA,NA,1.66
I.1.45.6.5,I.1.45,1,45,6,5,6.5,center,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,430,470,37,46.5,4.7,NA,NA,4.7
I.1.45.6.6,I.1.45,1,45,6,6,6.6,center,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,450,570,34,42.5,5.7,NA,NA,5.7
I.1.45.6.7,I.1.45,1,45,6,7,6.7,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,ACPL_PIAB,2,Control,NA,damaged,dead,0,NA,NA,NA,NA,NA,E,2.69784709616333,2.69784709616333
I.1.45.7.1,I.1.45,1,45,7,1,7.1,edge,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,SW,3.77146053075685,3.77146053075685
I.1.45.7.2,I.1.45,1,45,7,2,7.2,edge,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,S,4.26070139248488,4.26070139248488
I.1.45.7.3,I.1.45,1,45,7,3,7.3,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,ACPL_PIAB,2,Control,NA,dead,dead,0,NA,NA,NA,NA,NA,S,2.34538087966437,2.34538087966437
I.1.45.7.4,I.1.45,1,45,7,4,7.4,edge,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,S,4.26070139248488,4.26070139248488
I.1.45.7.5,I.1.45,1,45,7,5,7.5,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,ACPL_PIAB,2,Control,NA,dead,dead,0,NA,NA,NA,NA,NA,S,2.34538087966437,2.34538087966437
I.1.45.7.6,I.1.45,1,45,7,6,7.6,edge,PIAB,Picea abies L.,P. abies,European,gymnosperm,ACPL_PIAB,2,Control,NA,damaged,alive,0,NA,NA,NA,NA,NA,S,2.34538087966437,2.34538087966437
I.1.45.7.7,I.1.45,1,45,7,7,7.7,edge,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_PIAB,2,Control,NA,alive,alive,0,NA,NA,NA,NA,NA,SE,4.38317614516088,4.38317614516088
I.1.46.1.1,I.1.46,1,46,1,1,1.1,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,ACPL_QURO_LADE_PISY,4,NP,NA,dead,dead,0,NA,NA,NA,NA,NA,NW,1.94568826394398,1.94568826394398
I.1.46.1.2,I.1.46,1,46,1,2,1.2,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,ACPL_QURO_LADE_PISY,4,NP,NA,dead,dead,0,NA,NA,NA,NA,NA,N,2.11092699951298,2.11092699951298
I.1.46.1.3,I.1.46,1,46,1,3,1.3,edge,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_QURO_LADE_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,N,5.40592699951298,5.40592699951298
I.1.46.1.4,I.1.46,1,46,1,4,1.4,edge,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ACPL_QURO_LADE_PISY,4,NP,NA,dead,dead,0,NA,NA,NA,NA,NA,N,1.66592699951298,1.66592699951298
I.1.46.1.5,I.1.46,1,46,1,5,1.5,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,ACPL_QURO_LADE_PISY,4,NP,NA,dead,dead,0,NA,NA,NA,NA,NA,N,2.11092699951298,2.11092699951298
I.1.46.1.6,I.1.46,1,46,1,6,1.6,edge,LADE,Larix decidua Mill.,L. decidua,European,gymnosperm,ACPL_QURO_LADE_PISY,4,NP,NA,dead,dead,0,NA,NA,NA,NA,NA,N,3.67259366617965,3.67259366617965
I.1.46.1.7,I.1.46,1,46,1,7,1.7,edge,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ACPL_QURO_LADE_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,NE,0.849997312531973,0.849997312531973
I.1.46.2.1,I.1.46,1,46,2,1,2.1,edge,LADE,Larix decidua Mill.,L. decidua,European,gymnosperm,ACPL_QURO_LADE_PISY,4,NP,NA,dead,dead,0,NA,NA,NA,NA,NA,W,3.61961911484765,3.61961911484765
I.1.46.2.2,I.1.46,1,46,2,2,2.2,center,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ACPL_QURO_LADE_PISY,4,NP,NA,dead,dead,0,120,126,18,17.5,1.26,NA,NA,1.26
I.1.46.2.3,I.1.46,1,46,2,3,2.3,center,LADE,Larix decidua Mill.,L. decidua,European,gymnosperm,ACPL_QURO_LADE_PISY,4,NP,NA,alive,alive,0,395,505,55,55.5,5.05,NA,NA,5.05
I.1.46.2.4,I.1.46,1,46,2,4,2.4,center,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_QURO_LADE_PISY,4,NP,NA,alive,alive,0,480,555,48,61,5.55,NA,NA,5.55
I.1.46.2.5,I.1.46,1,46,2,5,2.5,center,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_QURO_LADE_PISY,4,NP,NA,alive,alive,0,430,550,38,45,5.5,NA,NA,5.5
I.1.46.2.6,I.1.46,1,46,2,6,2.6,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,ACPL_QURO_LADE_PISY,4,NP,NA,alive,alive,0,330,336,29,39.5,3.36,NA,NA,3.36
I.1.46.2.7,I.1.46,1,46,2,7,2.7,edge,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_QURO_LADE_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,E,4.88609717465402,4.88609717465402
I.1.46.3.1,I.1.46,1,46,3,1,3.1,edge,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_QURO_LADE_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,W,5.35295244818098,5.35295244818098
I.1.46.3.2,I.1.46,1,46,3,2,3.2,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,ACPL_QURO_LADE_PISY,4,NP,NA,alive,alive,0,230,238,13,13,2.38,NA,NA,2.38
I.1.46.3.3,I.1.46,1,46,3,3,3.3,center,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ACPL_QURO_LADE_PISY,4,NP,dead,dead,dead,0,NA,NA,NA,NA,NA,NA,NA,0
I.1.46.3.4,I.1.46,1,46,3,4,3.4,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,ACPL_QURO_LADE_PISY,4,NP,NA,dead,dead,0,110,124,9,7,1.24,NA,NA,1.24
I.1.46.3.5,I.1.46,1,46,3,5,3.5,center,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ACPL_QURO_LADE_PISY,4,NP,NA,dead,dead,0,200,236,28,29.5,2.36,NA,NA,2.36
I.1.46.3.6,I.1.46,1,46,3,6,3.6,center,LADE,Larix decidua Mill.,L. decidua,European,gymnosperm,ACPL_QURO_LADE_PISY,4,NP,NA,dead,dead,0,300,368,40,39,3.68,NA,NA,3.68
I.1.46.3.7,I.1.46,1,46,3,7,3.7,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,ACPL_QURO_LADE_PISY,4,NP,NA,dead,dead,0,NA,NA,NA,NA,NA,E,1.59109717465402,1.59109717465402
I.1.46.4.1,I.1.46,1,46,4,1,4.1,edge,LADE,Larix decidua Mill.,L. decidua,European,gymnosperm,ACPL_QURO_LADE_PISY,4,NP,NA,dead,dead,0,NA,NA,NA,NA,NA,W,3.61961911484765,3.61961911484765
I.1.46.4.2,I.1.46,1,46,4,2,4.2,center,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_QURO_LADE_PISY,4,NP,NA,alive,alive,0,470,525,40,46.5,5.25,NA,NA,5.25
I.1.46.4.3,I.1.46,1,46,4,3,4.3,center,LADE,Larix decidua Mill.,L. decidua,European,gymnosperm,ACPL_QURO_LADE_PISY,4,NP,NA,dead,dead,0,320,388,35,35.5,3.88,NA,NA,3.88
I.1.46.4.4,I.1.46,1,46,4,4,4.4,center,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ACPL_QURO_LADE_PISY,4,NP,dead,dead,dead,0,NA,NA,NA,NA,NA,NA,NA,0
I.1.46.4.5,I.1.46,1,46,4,5,4.5,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,ACPL_QURO_LADE_PISY,4,NP,NA,dead,dead,0,60,60,6,6.5,0.6,NA,NA,0.6
I.1.46.4.6,I.1.46,1,46,4,6,4.6,center,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_QURO_LADE_PISY,4,NP,NA,alive,alive,0,425,520,59,70.5,5.2,NA,NA,5.2
I.1.46.4.7,I.1.46,1,46,4,7,4.7,edge,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ACPL_QURO_LADE_PISY,4,NP,NA,dead,dead,0,NA,NA,NA,NA,NA,E,1.14609717465402,1.14609717465402
I.1.46.5.1,I.1.46,1,46,5,1,5.1,edge,LADE,Larix decidua Mill.,L. decidua,European,gymnosperm,ACPL_QURO_LADE_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,W,3.61961911484765,3.61961911484765
I.1.46.5.2,I.1.46,1,46,5,2,5.2,center,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ACPL_QURO_LADE_PISY,4,NP,NA,dead,dead,0,330,206,31,31,2.06,NA,NA,2.06
I.1.46.5.3,I.1.46,1,46,5,3,5.3,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,ACPL_QURO_LADE_PISY,4,NP,NA,dead,dead,0,120,85,8,7,0.85,NA,NA,0.85
I.1.46.5.4,I.1.46,1,46,5,4,5.4,center,LADE,Larix decidua Mill.,L. decidua,European,gymnosperm,ACPL_QURO_LADE_PISY,4,NP,NA,dead,dead,0,290,273,30,28,2.73,NA,NA,2.73
I.1.46.5.5,I.1.46,1,46,5,5,5.5,center,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_QURO_LADE_PISY,4,NP,NA,alive,alive,0,340,450,39,41,4.5,NA,NA,4.5
I.1.46.5.6,I.1.46,1,46,5,6,5.6,center,LADE,Larix decidua Mill.,L. decidua,European,gymnosperm,ACPL_QURO_LADE_PISY,4,NP,NA,dead,dead,0,250,243,25,25.5,2.43,NA,NA,2.43
I.1.46.5.7,I.1.46,1,46,5,7,5.7,edge,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_QURO_LADE_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,E,4.88609717465402,4.88609717465402
I.1.46.6.1,I.1.46,1,46,6,1,6.1,edge,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ACPL_QURO_LADE_PISY,4,NP,NA,dead,dead,0,NA,NA,NA,NA,NA,W,1.61295244818098,1.61295244818098
I.1.46.6.2,I.1.46,1,46,6,2,6.2,center,LADE,Larix decidua Mill.,L. decidua,European,gymnosperm,ACPL_QURO_LADE_PISY,4,NP,NA,alive,alive,0,350,405,39,44,4.05,NA,NA,4.05
I.1.46.6.3,I.1.46,1,46,6,3,6.3,center,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ACPL_QURO_LADE_PISY,4,NP,dead,dead,dead,0,NA,178,NA,20.5,1.78,NA,NA,1.78
I.1.46.6.4,I.1.46,1,46,6,4,6.4,center,ACPL,Acer platanoides L.,A. platanoides,European,angiosperm,ACPL_QURO_LADE_PISY,4,NP,NA,alive,alive,0,450,622,49,58,6.22,NA,NA,6.22
I.1.46.6.5,I.1.46,1,46,6,5,6.5,center,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ACPL_QURO_LADE_PISY,4,NP,NA,dead,dead,0,55,69,11,10.5,0.69,NA,NA,0.69
I.1.46.6.6,I.1.46,1,46,6,6,6.6,center,QURO,Quercus robur L.,Q. robur,European,angiosperm,ACPL_QURO_LADE_PISY,4,NP,NA,alive,alive,0,360,402,24,27,4.02,NA,NA,4.02
I.1.46.6.7,I.1.46,1,46,6,7,6.7,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,ACPL_QURO_LADE_PISY,4,NP,NA,alive,alive,0,NA,NA,NA,NA,NA,E,1.59109717465402,1.59109717465402
I.1.46.7.1,I.1.46,1,46,7,1,7.1,edge,LADE,Larix decidua Mill.,L. decidua,European,gymnosperm,ACPL_QURO_LADE_PISY,4,NP,NA,damaged,dead,0,NA,NA,NA,NA,NA,SW,2.81855474129067,2.81855474129067
I.1.46.7.2,I.1.46,1,46,7,2,7.2,edge,QURO,Quercus robur L.,Q. robur,European,angiosperm,ACPL_QURO_LADE_PISY,4,NP,NA,dead,dead,0,NA,NA,NA,NA,NA,S,2.10106806402599,2.10106806402599
I.1.46.7.3,I.1.46,1,46,7,3,7.3,edge,PISY,Pinus sylvestris L.,P. sylvestris,European,gymnosperm,ACPL_QURO_LADE_PISY,4,NP,NA,dead,dead,0,NA,NA,NA,NA,NA,S,1.65606806402599,1.65606806402599
I.1.46.7.4,I.1.46,1,46,7,4,7.4,edge,LADE,Larix decidua Mill.,L. decidua,European,gymnosperm,ACPL_QURO_LADE_PISY,4,NP,NA,dead,dead,0,NA,NA,NA,NA,NA,S,3.66273473069266,3.66273473069266
