plot_cn,tree_cn,tree,ACPL,ACSA,BEPA,BEPE,LADE,LALA,PIAB,PIPU,PIST,PISY,QURO,QURU
I.4.367,I.4.367.2.3,2.3,2.253629755907283,0,0,1.149767123880565,2.4576038564888942,0,0,0,0,0,0.21951219512195125,0
I.4.367,I.4.367.2.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.367,I.4.367.2.5,2.5,0.4618195865244511,0,0,1.3598207330510528,0.8819447762595967,0,0,0,0,0,0.5436243431452339,0
I.4.367,I.4.367.2.6,2.6,0,0,0,5.8558558558558556,2.607147960691845,0,0,0,0,0,2.043009806766357,0
I.4.367,I.4.367.2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.367,I.4.367.3.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.367,I.4.367.3.2,3.2,1.4952096277338565,0,0,2.8836414890005977,3.2168880802991926,0,0,0,0,0,0.7623590639828693,0
I.4.367,I.4.367.3.3,3.3,6.228195087380535,0,0,7.4074074074074066,11.46075881380937,0,0,0,0,0,2.9382716049382713,0
I.4.367,I.4.367.3.4,3.4,0.9427708627133561,0,0,0.7660323462854265,0.9815373370963933,0,0,0,0,0,0.4154856898706638,0
I.4.367,I.4.367.3.5,3.5,3.223641684474238,0,0,5.7926829268292686,0,0,0,0,0,0,0.47859056531528527,0
I.4.367,I.4.367.3.6,3.6,1.4302500271200211,0,0,0.7071067811865475,0.5046153846153846,0,0,0,0,0,0.9128998964349594,0
I.4.367,I.4.367.3.7,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.367,I.4.367.4.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.367,I.4.367.4.2,4.2,5.206615703595626,0,0,2.8864367168930953,0,0,0,0,0,0,2.09178014490001,0
I.4.367,I.4.367.4.3,4.3,3.6008004683902155,0,0,1.7826221374450777,0.9705882352941178,0,0,0,0,0,0.6344537815126051,0
I.4.367,I.4.367.4.4,4.4,1.7729083665338647,0,0,4.038475964120041,0.924027984976843,0,0,0,0,0,1.3735981034229827,0
I.4.367,I.4.367.4.5,4.5,1.946067415730337,0,0,4.286044226559199,0.7370786516853932,0,0,0,0,0,0,0
I.4.367,I.4.367.4.6,4.6,0.7235772357723577,0,0,2.7376544178766338,0.8017701852473963,0,0,0,0,0,0.4270061859031923,0
I.4.367,I.4.367.4.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.367,I.4.367.5.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.367,I.4.367.5.2,5.2,0,0,0,1.7791523903833877,0.4358490566037736,0,0,0,0,0,1.0359590481598175,0
I.4.367,I.4.367.5.3,5.3,15.460719944381337,0,0,0,2.3334523779156067,0,0,0,0,0,4.561675426235042,0
I.4.367,I.4.367.5.4,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.367,I.4.367.5.5,5.5,2.448070199207556,0,0,2.1880341880341883,0,0,0,0,0,0,0.25745939212433266,0
I.4.367,I.4.367.5.6,5.6,1.4994556735935705,0,0,2.4088933836681377,0.5956978644809726,0,0,0,0,0,0.5189937554068713,0
I.4.367,I.4.367.5.7,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.367,I.4.367.6.1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.367,I.4.367.6.2,6.2,8.414176616627557,0,0,9.867198946161873,2.213328120231447,0,0,0,0,0,1.6341353408329755,0
I.4.367,I.4.367.6.3,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.367,I.4.367.6.4,6.4,0.5838704915071168,0,0,3.187020964603079,0.4802504411822951,0,0,0,0,0,0.09339146166614777,0
I.4.367,I.4.367.6.5,6.5,1.4661065316851047,0,0,2.2100071526597556,0.3856556573130552,0,0,0,0,0,0.32272727272727275,0
I.4.367,I.4.367.6.6,6.6,2.7311016004287882,0,0,10.884930248696401,2.916062365931752,0,0,0,0,0,0,0
I.4.367,I.4.367.6.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.367,I.4.367.7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.367,I.4.367.7.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.367,I.4.367.7.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.367,I.4.367.7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.367,I.4.367.7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.367,I.4.367.7.6,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.367,I.4.367.7.7,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.368,I.4.368.1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.368,I.4.368.1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.368,I.4.368.1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.368,I.4.368.1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.368,I.4.368.1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.368,I.4.368.1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.368,I.4.368.1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.368,I.4.368.2.1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.368,I.4.368.2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,11.224567872659517
I.4.368,I.4.368.2.3,2.3,0,0,0,0,0,0,0,0,0,0,0,8.341922312479456
I.4.368,I.4.368.2.4,2.4,0,0,0,0,0,0,0,0,0,0,0,7.6256059666977345
I.4.368,I.4.368.2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,7.466117048876439
I.4.368,I.4.368.2.6,2.6,0,0,0,0,0,0,0,0,0,0,0,6.229491416721514
I.4.368,I.4.368.2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.368,I.4.368.3.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.368,I.4.368.3.2,3.2,0,0,0,0,0,0,0,0,0,0,0,5.277071050393702
I.4.368,I.4.368.3.3,3.3,0,0,0,0,0,0,0,0,0,0,0,10.520316727301374
I.4.368,I.4.368.3.4,3.4,0,0,0,0,0,0,0,0,0,0,0,3.3382745221447885
I.4.368,I.4.368.3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,11.32116431656699
I.4.368,I.4.368.3.6,3.6,0,0,0,0,0,0,0,0,0,0,0,4.540800981634595
I.4.368,I.4.368.3.7,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.368,I.4.368.4.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.368,I.4.368.4.2,4.2,0,0,0,0,0,0,0,0,0,0,0,3.4106179791867426
I.4.368,I.4.368.4.3,4.3,0,0,0,0,0,0,0,0,0,0,0,10.08854359334209
I.4.368,I.4.368.4.4,4.4,0,0,0,0,0,0,0,0,0,0,0,17.16167339234221
I.4.368,I.4.368.4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,8.696150053272005
I.4.368,I.4.368.4.6,4.6,0,0,0,0,0,0,0,0,0,0,0,5.501574513974005
I.4.368,I.4.368.4.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.368,I.4.368.5.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.368,I.4.368.5.2,5.2,0,0,0,0,0,0,0,0,0,0,0,29.248871111284792
I.4.368,I.4.368.5.3,5.3,0,0,0,0,0,0,0,0,0,0,0,6.763918535229205
I.4.368,I.4.368.5.4,5.4,0,0,0,0,0,0,0,0,0,0,0,5.174597937432689
I.4.368,I.4.368.5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,5.454759016255981
I.4.368,I.4.368.5.6,5.6,0,0,0,0,0,0,0,0,0,0,0,6.126304390888208
I.4.368,I.4.368.5.7,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.368,I.4.368.6.1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.368,I.4.368.6.2,6.2,0,0,0,0,0,0,0,0,0,0,0,5.051491774357162
I.4.368,I.4.368.6.3,6.3,0,0,0,0,0,0,0,0,0,0,0,6.769038967383561
I.4.368,I.4.368.6.4,6.4,0,0,0,0,0,0,0,0,0,0,0,5.7345936689471575
I.4.368,I.4.368.6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,5.13575306507413
I.4.368,I.4.368.6.6,6.6,0,0,0,0,0,0,0,0,0,0,0,11.130770390798846
I.4.368,I.4.368.6.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.368,I.4.368.7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.368,I.4.368.7.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.368,I.4.368.7.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.368,I.4.368.7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.368,I.4.368.7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.368,I.4.368.7.6,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.368,I.4.368.7.7,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.369,I.4.369.1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.369,I.4.369.1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.369,I.4.369.1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.369,I.4.369.1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.369,I.4.369.1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.369,I.4.369.1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.369,I.4.369.1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.369,I.4.369.2.1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.369,I.4.369.2.2,2.2,0,0,0,2.0824697857531866,0,0,0,0,0,0,1.3328630267622477,0
I.4.369,I.4.369.2.3,2.3,0,0,0,16.444657270763905,0,0,0,0,0,0,6.274919816629022,0
I.4.369,I.4.369.2.4,2.4,0,0,0,14.848258974687683,0,0,0,0,0,0,1.824710865041508,0
I.4.369,I.4.369.2.5,2.5,0,0,0,4.195610890398616,0,0,0,0,0,0,1.2088273487079368,0
I.4.369,I.4.369.2.6,2.6,0,0,0,11.8019881681616,0,0,0,0,0,0,2.6471915767946905,0
I.4.369,I.4.369.2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.369,I.4.369.3.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.369,I.4.369.3.2,3.2,0,0,0,13.788596880723963,0,0,0,0,0,0,2.6775994574955275,0
I.4.369,I.4.369.3.3,3.3,0,0,0,5.932465935765803,0,0,0,0,0,0,1.7251255193554973,0
I.4.369,I.4.369.3.4,3.4,0,0,0,2.48291550834817,0,0,0,0,0,0,1.1376165703997456,0
I.4.369,I.4.369.3.5,3.5,0,0,0,3.275484192741214,0,0,0,0,0,0,0.7039515687119285,0
I.4.369,I.4.369.3.6,3.6,0,0,0,18.358912794048805,0,0,0,0,0,0,3.8672917127048354,0
I.4.369,I.4.369.3.7,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.369,I.4.369.4.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.369,I.4.369.4.2,4.2,0,0,0,1.817072295881584,0,0,0,0,0,0,1.818439630400747,0
I.4.369,I.4.369.4.3,4.3,0,0,0,18.045433491484236,0,0,0,0,0,0,6.4564303721896135,0
I.4.369,I.4.369.4.4,4.4,0,0,0,2.7148721480455187,0,0,0,0,0,0,0.795292960913563,0
I.4.369,I.4.369.4.5,4.5,0,0,0,55.632196940709584,0,0,0,0,0,0,1.402428449353319,0
I.4.369,I.4.369.4.6,4.6,0,0,0,2.2479552427593084,0,0,0,0,0,0,0.7262817519786113,0
I.4.369,I.4.369.4.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.369,I.4.369.5.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.369,I.4.369.5.2,5.2,0,0,0,7.348853166322061,0,0,0,0,0,0,3.868121274951511,0
I.4.369,I.4.369.5.3,5.3,0,0,0,14.246115681090957,0,0,0,0,0,0,3.4591194968553456,0
I.4.369,I.4.369.5.4,5.4,0,0,0,1.956818181818182,0,0,0,0,0,0,0.6833865161061274,0
I.4.369,I.4.369.5.5,5.5,0,0,0,49.50215045884872,0,0,0,0,0,0,4.652526648958895,0
I.4.369,I.4.369.5.6,5.6,0,0,0,1.2348214285714287,0,0,0,0,0,0,1.2511381814425813,0
I.4.369,I.4.369.5.7,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.369,I.4.369.6.1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.369,I.4.369.6.2,6.2,0,0,0,1.6609521506732532,0,0,0,0,0,0,2.296118851621106,0
I.4.369,I.4.369.6.3,6.3,0,0,0,8.970958448886064,0,0,0,0,0,0,2.4627057745852783,0
I.4.369,I.4.369.6.4,6.4,0,0,0,2.6571914635543235,0,0,0,0,0,0,0.9477986966902263,0
I.4.369,I.4.369.6.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.369,I.4.369.6.6,6.6,0,0,0,5.57331564724223,0,0,0,0,0,0,1.8922661424058238,0
I.4.369,I.4.369.6.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.369,I.4.369.7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.369,I.4.369.7.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.369,I.4.369.7.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.369,I.4.369.7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.369,I.4.369.7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.369,I.4.369.7.6,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.369,I.4.369.7.7,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.370,I.4.370.1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.370,I.4.370.1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.370,I.4.370.1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.370,I.4.370.1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.370,I.4.370.1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.370,I.4.370.1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.370,I.4.370.1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.370,I.4.370.2.1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.370,I.4.370.2.2,2.2,5.221786118447818,0,0,0,0,0,0,0,0,0,0,0
I.4.370,I.4.370.2.3,2.3,5.62335963411598,0,0,0,0,0,0,0,0,0,0,0
I.4.370,I.4.370.2.4,2.4,25.999492556613966,0,0,0,0,0,0,0,0,0,0,0
I.4.370,I.4.370.2.5,2.5,12.761230353017474,0,0,0,0,0,0,0,0,0,0,0
I.4.370,I.4.370.2.6,2.6,5.524172119400777,0,0,0,0,0,0,0,0,0,0,0
I.4.370,I.4.370.2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.370,I.4.370.3.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.370,I.4.370.3.2,3.2,5.888149265772384,0,0,0,0,0,0,0,0,0,0,0
I.4.370,I.4.370.3.3,3.3,4.1991425865801935,0,0,0,0,0,0,0,0,0,0,0
I.4.370,I.4.370.3.4,3.4,25.426378772032347,0,0,0,0,0,0,0,0,0,0,0
I.4.370,I.4.370.3.5,3.5,4.918244770040184,0,0,0,0,0,0,0,0,0,0,0
I.4.370,I.4.370.3.6,3.6,5.924269541497767,0,0,0,0,0,0,0,0,0,0,0
I.4.370,I.4.370.3.7,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.370,I.4.370.4.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.370,I.4.370.4.2,4.2,5.280844985335144,0,0,0,0,0,0,0,0,0,0,0
I.4.370,I.4.370.4.3,4.3,7.0167183043830015,0,0,0,0,0,0,0,0,0,0,0
I.4.370,I.4.370.4.4,4.4,40.7785686254661,0,0,0,0,0,0,0,0,0,0,0
I.4.370,I.4.370.4.5,4.5,4.315394273070681,0,0,0,0,0,0,0,0,0,0,0
I.4.370,I.4.370.4.6,4.6,4.590097674341003,0,0,0,0,0,0,0,0,0,0,0
I.4.370,I.4.370.4.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.370,I.4.370.5.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.370,I.4.370.5.2,5.2,15.886418955122753,0,0,0,0,0,0,0,0,0,0,0
I.4.370,I.4.370.5.3,5.3,4.658022552819181,0,0,0,0,0,0,0,0,0,0,0
I.4.370,I.4.370.5.4,5.4,17.67926935414361,0,0,0,0,0,0,0,0,0,0,0
I.4.370,I.4.370.5.5,5.5,14.14662123740842,0,0,0,0,0,0,0,0,0,0,0
I.4.370,I.4.370.5.6,5.6,6.34183875070631,0,0,0,0,0,0,0,0,0,0,0
I.4.370,I.4.370.5.7,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.370,I.4.370.6.1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.370,I.4.370.6.2,6.2,5.06920170470614,0,0,0,0,0,0,0,0,0,0,0
I.4.370,I.4.370.6.3,6.3,5.061207761246381,0,0,0,0,0,0,0,0,0,0,0
I.4.370,I.4.370.6.4,6.4,5.125474266606335,0,0,0,0,0,0,0,0,0,0,0
I.4.370,I.4.370.6.5,6.5,5.006431006328609,0,0,0,0,0,0,0,0,0,0,0
I.4.370,I.4.370.6.6,6.6,8.11860459385862,0,0,0,0,0,0,0,0,0,0,0
I.4.370,I.4.370.6.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.370,I.4.370.7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.370,I.4.370.7.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.370,I.4.370.7.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.370,I.4.370.7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.370,I.4.370.7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.370,I.4.370.7.6,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.370,I.4.370.7.7,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.2.1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.2.2,2.2,0,0,2.866652532734549,3.0907580723714996,0,0,0,0,0,0,0,0
I.4.371,I.4.371.2.3,2.3,0,0,2.0684051207791048,2.2354867461618473,0,0,0,0,0,0,0,0
I.4.371,I.4.371.2.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.2.5,2.5,0,0,2.06926160902591,3.5386857665112967,0,0,0,0,0,0,0,0
I.4.371,I.4.371.2.6,2.6,0,0,2.6259779888347974,3.7125462344521445,0,0,0,0,0,0,0,0
I.4.371,I.4.371.2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.3.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.3.2,3.2,0,0,2.2314277612303575,4.5675964451407705,0,0,0,0,0,0,0,0
I.4.371,I.4.371.3.3,3.3,0,0,2.1693658411562144,2.6325783957311897,0,0,0,0,0,0,0,0
I.4.371,I.4.371.3.4,3.4,0,0,0.848528137423857,5.726489014243652,0,0,0,0,0,0,0,0
I.4.371,I.4.371.3.5,3.5,0,0,2.822015558766166,1.9727391917496124,0,0,0,0,0,0,0,0
I.4.371,I.4.371.3.6,3.6,0,0,3.0135108204105485,5.485939983554836,0,0,0,0,0,0,0,0
I.4.371,I.4.371.3.7,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.4.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.4.2,4.2,0,0,1.895778665183994,3.789181773608927,0,0,0,0,0,0,0,0
I.4.371,I.4.371.4.3,4.3,0,0,5.611652232481079,7.81829627643878,0,0,0,0,0,0,0,0
I.4.371,I.4.371.4.4,4.4,0,0,2.605263157894737,4.442520122270735,0,0,0,0,0,0,0,0
I.4.371,I.4.371.4.5,4.5,0,0,2.3927942096807415,2.948864571022043,0,0,0,0,0,0,0,0
I.4.371,I.4.371.4.6,4.6,0,0,5.931330294742731,3.3545795361408,0,0,0,0,0,0,0,0
I.4.371,I.4.371.4.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.5.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.5.2,5.2,0,0,2.7904914888063628,1.7250528819589166,0,0,0,0,0,0,0,0
I.4.371,I.4.371.5.3,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.5.4,5.4,0,0,3.309157110048737,3.5332072670406354,0,0,0,0,0,0,0,0
I.4.371,I.4.371.5.5,5.5,0,0,5.5957698203432225,2.446540591971679,0,0,0,0,0,0,0,0
I.4.371,I.4.371.5.6,5.6,0,0,3.698115731053579,2.28645578912007,0,0,0,0,0,0,0,0
I.4.371,I.4.371.5.7,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.6.1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.6.2,6.2,0,0,1.5419930665019175,4.645382195875401,0,0,0,0,0,0,0,0
I.4.371,I.4.371.6.3,6.3,0,0,2.6415307887289794,2.5842867012441273,0,0,0,0,0,0,0,0
I.4.371,I.4.371.6.4,6.4,0,0,2.526024266730557,3.630120663451108,0,0,0,0,0,0,0,0
I.4.371,I.4.371.6.5,6.5,0,0,2.410701362730063,3.363352724718061,0,0,0,0,0,0,0,0
I.4.371,I.4.371.6.6,6.6,0,0,4.97189332892917,2.5104486950143143,0,0,0,0,0,0,0,0
I.4.371,I.4.371.6.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.7.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.7.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.7.6,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.371,I.4.371.7.7,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.372,I.4.372.1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.372,I.4.372.1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.372,I.4.372.1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.372,I.4.372.1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.372,I.4.372.1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.372,I.4.372.1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.372,I.4.372.1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.372,I.4.372.2.1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.4.372,I.4.372.2.2,2.2,1.6027910819549958,0,0,0,0.6972301700223498,0,0.7755181669566767,0,0,1.4230252432614512,0,0
I.4.372,I.4.372.2.3,2.3,3.00314465408805,0,0,0,0,0,1.1488947769270164,0,0,2.6015984987283285,0,0
I.4.372,I.4.372.2.4,2.4,0.5096265089632774,0,0,0,1.3950160991807705,0,0.4558683814581414,0,0,1.1241401415655219,0,0
